"","20634274.G","24664996.G","35592862.G","55583441.G","21000216.G","24073245.G","1797756.G","17260313.G","94549523.G","38056377.G"
"ENSG00000138463",1.49051,12.0881,3.76642,6.79975,0.0662059,2.47873,4.54185,6.22542,5.81869,3.16184
"ENSG00000253089",0,0,0,0,0,0,0,0,0,0
"ENSG00000223916",0,0,0,0,0,0,0,0,0,0
"ENSG00000256502",0,0,0,0,0,0,0,0,0,0
"ENSG00000119599",7.67119,10.9178,14.8979,2.10137,8.84304,7.33756,9.06432,12.6049,0.304878,4.12753
"ENSG00000130725",2.93551,2.12197,1.60043,9.95008,2.45786,1.91665,3.31461,1.621,0,3.53272
"ENSG00000124212",0.10944,0.433085,0.0257381,0.76228,0.040172,0,0.0310826,0.0893938,2.76184,0.176421
"ENSG00000167646",0,0,0.406574,0,0,0.454865,0.106333,0,0,0.408516
"ENSG00000215887",0,0.941846,0,0,0,0,0,0,0,0.107668
"ENSG00000037637",25.5655,13.9691,14.8805,28.1953,7.17834,18.6735,15.7548,22.2503,8.83925,20.4816
"ENSG00000213973",0,0,0.0952267,0,0,0.106996,0.270255,0,0,0.0509485
"ENSG00000224408",0,0,0,0,0,0,0,0,0,0
"ENSG00000204848",0,0.177271,0.0659666,0,0,0.00645038,0,0.00739535,3.41666,0.0575922
"ENSG00000237062",0,0,0,0,0,0,0,0,0,0
"ENSG00000226163",0,24.2017,0,0,0,0,0,0,0,0
"ENSG00000228407",0,0,3.06721,0,0,0,1.27657,0,85.5427,1.34107
"ENSG00000270082",0,0,0,0,0,0,0,0,0,0
"ENSG00000256282",0.509961,0.896421,0.568078,0,0.143059,1.75596,0.704135,0.817618,7.58034,0.543464
"ENSG00000236436",0,2.30608,0,0,0,0,0,0,0,0
"ENSG00000201680",0,0,0,0,0,0,0,0,0,0
"ENSG00000234647",0,1.30083,0,0,0,0.0762533,0,0.094112,0,0.0928987
"ENSG00000206687",0,0,0,0,0,0,0,0,0,0
"ENSG00000068654",9.64876,10.1476,10.4101,36.9671,4.78914,7.30725,6.02274,7.98085,6.50177,2.38801
"ENSG00000249818",0,0,0,0,0,0,0,0,6.19449,0
"ENSG00000267250",0,0,0,0,0,0,0,0,0,0
"ENSG00000270789",14.0957,20.0204,19.7358,0,0,7.58902,11.481,3.35501,157.603,20.0221
"ENSG00000227459",0,0,0,0,0,0,0,0,0,0
"ENSG00000241081",0.760544,0,0,0,12.1669,0.899893,1.03527,0,0,2.55487
"ENSG00000272457",0,0,0,0,0,0,0,0,0,0
"ENSG00000147677",223.56,87.6017,165.939,148.565,264.748,302.845,161.59,222.773,102.93,197.03
"ENSG00000214888",0,0,0,0,0,0,0,0,0,0
"ENSG00000188662",0,0,0,0,0,0,0,0,0,0
"ENSG00000213005",0,2.4507,0,0,18.8166,1.16383,0,2.14869,0,0.629715
"ENSG00000156735",11.1264,14.3894,14.3402,15.7608,11.8752,12.2189,17.6828,18.9354,0.463131,13.7939
"ENSG00000186001",22.8412,66.4138,33.7693,40.1697,13.4365,40.9261,31.2917,48.4427,90.3336,27.2255
"ENSG00000207046",0,0,0,0,0,0,0,0,0,0
"ENSG00000206929",0,0,0,0,0,0,0,0,0,0
"ENSG00000100726",13.4309,34.7302,23.6284,49.093,23.2146,36.7873,19.2584,22.7216,165.716,18.5433
"ENSG00000259705",0,5.53475,0,0,0,0.0895493,0,0.221013,0,0.218186
"ENSG00000200711",0,0,0,0,0,0,0,0,0,0
"ENSG00000212197",0,0,0,0,0,0,0,0,0,0
"ENSG00000086015",5.41955,13.1989,6.6609,2.23656,3.55101,4.86806,4.41394,7.22439,80.3824,11.9399
"ENSG00000212624",0,0,0,0,0,0,0,0,0,0
"ENSG00000254311",0,0,2.19454,0,2.65661,6.15384,0,0,0,1.87754
"ENSG00000255872",2.31188e-13,2.87826e-50,0.016202,7.10245e-46,1.86847,2.07046e-55,0.0568294,0.0169019,1.71644,2.47145e-47
"ENSG00000269054",0,1.68946,0.958513,0,0.537853,0.266134,0.292768,0.983428,0,0
"ENSG00000183473",0,1.19494,0.0355424,0,0,0.0399646,0.427334,0.0609663,29.4866,0.146082
"ENSG00000228058",438.347,313.75,251.968,222.453,434.716,483.021,551.704,394.435,346.253,629.563
"ENSG00000235597",0,3.62355,0,0,0,0.0871108,0,0.249707,0,0.0996036
"ENSG00000252079",0,0,0,0,0,0,60.7481,58.3195,0,61.3255
"ENSG00000227071",3.06672,6.08015,0.906747,0,0,0,0,0,0,0.397418
"ENSG00000237088",0,0,0,0,0,0.267047,0,0,5.43173,0
"ENSG00000117595",1.14334,2.4798,0.472429,1.6992,0,0.493331,0.579866,0.467385,0,0.844921
"ENSG00000262008",0,0,0,0,0,0,6.93049,0,0,0
"ENSG00000252640",0,169.1,0,0,0,0,0,0,0,0
"ENSG00000263505",0.565493,0,0,0,0,0,0,0,0,0
"ENSG00000178636",0.0654774,5.08568,0,0,0.2834,0.246778,0.177559,0.241972,0,0
"ENSG00000201436",0,0,0,0,0,0,0,0,0,0
"ENSG00000243257",0,0,0,0,0,0,0,0,0,0
"ENSG00000263743",0,0,0,0,0,0,0,0,0,351.399
"ENSG00000228264",0.223861,6.42289,0.994762,0,0,0.828144,0,0.849965,0,0.336099
"ENSG00000181074",1.65472,2.38306,4.69657,30.2081,0,2.80646,0.816519,5.18958,0,4.1015
"ENSG00000235836",0,0,0,0,0,0,0,0,0,0.311136
"ENSG00000261308",0,0.189334,0.079214,0,0,0,0,0.109624,0,0
"ENSG00000116337",241.48,104.808,91.6625,90.0141,125.137,77.1877,55.0278,66.6211,51.6101,305.805
"ENSG00000264293",2.38466e-14,1.52182,1.66844,38.8116,8.28535,6.12665,6.21328,3.21457,0,2.06566
"ENSG00000242428",0,2.7467,0.348868,0,0,0,0.0840311,0,0,0.158163
"ENSG00000136327",0,0,0,0,0,0,0,0,0,0
"ENSG00000250693",0,0,0,0,0,0,0,0.13881,0,0
"ENSG00000107438",2.08754,0.265637,0.11152,17.6028,0.17045,0,0.775744,0.642118,9.39774,0
"ENSG00000221275",0,0,0,0,0,0,0,0,0,0
"ENSG00000163512",34.1908,9.26796,27.1827,29.6781,46.2123,26.8525,18.0012,13.789,55.8621,23.7393
"ENSG00000252543",0,0,0,0,0,0,0,0,0,0
"ENSG00000272630",1.01498,2.84692,2.07785,0.489495,1.22959,0.944877,2.9313,2.26423,0,1.44466
"ENSG00000216169",0,0,0,0,0,0,0,0,0,0
"ENSG00000142609",17.8758,45.5305,19.2418,17.0279,13.5703,11.4517,43.9748,35.7827,72.3565,7.76039
"ENSG00000230934",0,0,0,0,0,0,1.46249,0,0,0
"ENSG00000176868",26.8572,57.9992,25.5029,18.4689,52.9736,41.4605,40.9265,35.6234,7.34314,60.0418
"ENSG00000181722",30.8018,40.213,24.8771,23.4883,6.63746,26.0849,36.6448,57.7407,95.0723,34.1865
"ENSG00000229542",0,0.173239,0.280215,0,0,0.0457487,0,0,0,0.50672
"ENSG00000263753",28.2116,31.3012,31.0699,11.4315,6.20499,18.6712,24.7387,23.293,22.7691,15.294
"ENSG00000230045",0.0194438,0.435741,0.0408126,0,0,0.00686692,0.0636819,0.0268228,0,0.0262289
"ENSG00000249820",0.367416,0,0,0,0,0,0,0.140228,0,0
"ENSG00000257137",0,0,0.132364,0,0,0,0,0,26.875,0
"ENSG00000101210",0,0,0,0,0,0,0,0,0,0.347264
"ENSG00000207551",0,0,0,0,0,0,0,0,0,0
"ENSG00000233819",0,2.8416,0,0,0,0,0,0,0,0
"ENSG00000207706",0,0,0,0,0,0,0,0,0,0
"ENSG00000072182",0,0.847765,0,2.18413,1.01048,0.0992824,0,0.122569,0,0.0403216
"ENSG00000228666",0,0,0,0,0,0.138233,0,0,0,0
"ENSG00000261123",0,0.837928,0.721973,0,0,0,0,0,0,0.161517
"ENSG00000207619",0,0,0,0,0,0,0,0,0,0
"ENSG00000256210",0.244333,6.33178,1.07448,0,0,1.17488,1.66872,0,0,1.2491
"ENSG00000260123",0,0.83583,0,0,0,0,0,0,17.787,0
"ENSG00000144045",0.251159,2.15575,0.69247,4.49305,0,0.480163,1.14989,0.388472,0,0.925729
"ENSG00000255065",0.0983995,0,0,0,0,0,0,0,0,0
"ENSG00000226072",0,2.82068,0,0,0,0,0,0,0,0.11969
"ENSG00000081870",37.0062,44.7829,34.8437,23.5689,111.481,58.4299,40.876,81.4406,33.6721,34.0316
"ENSG00000186704",11.4177,38.3693,23.6599,29.8551,11.7807,23.2877,13.5565,19.6793,35.6142,16.2345
"ENSG00000135175",1.2908,1.33924,0,0,0,0.475664,0.175335,0.845841,3.99742,0.846806
"ENSG00000100380",123.705,64.2416,57.147,40.5574,129.526,104.158,85.277,81.6176,32.2118,128.919
"ENSG00000229443",0,0,0,0,0,0,0,0,0,0
"ENSG00000111145",12.0049,18.5799,13.4984,12.3431,0.0539051,6.45454,19.2155,12.6639,16.3581,17.72
"ENSG00000232612",0,0,0,0,0,1.77073,0,0,0,0.359081
"ENSG00000129535",0.189516,1.49847,1.24192,1.05396,0,0.856801,0.189802,0.572853,0,0.10706
"ENSG00000229214",0.11183,1.05,0.0626473,0,0,0.0703259,0.303229,0.0434009,0,0.142798
"ENSG00000214754",0,0.974608,0,0,0,0,0.252009,0,9.41357,0
"ENSG00000240625",1.23627,2.95425,0,0,0,0,0,0,25.6307,0
"ENSG00000211924",0,0,0,0,0,0,0,0,0,0
"ENSG00000215493",0.331493,0.221307,0.695432,0,0.0356995,0.623395,0.899079,1.314,0,1.01255
"ENSG00000225819",0,0,0,0,0,1.29474,0,0,0,0
"ENSG00000170899",3.05873,5.68648,3.62122,12.3096,0,7.48625,4.27864,11.4195,0,3.19827
"ENSG00000007001",0,0,0,0,0,0,0,0,2.51626,0
"ENSG00000060749",2.4345,15.6892,3.76776,4.14509,5.67495,5.61944,6.86243,9.71364,26.1341,5.27023
"ENSG00000234425",0.295985,0.763162,0.983087,0,0,0.362052,0,0.222767,0,0.146906
"ENSG00000235152",1.0276,1.07536,0.685574,4.59942,0,1.26986,0,0.782172,0,0.206161
"ENSG00000227332",0,0,0,0,0,0,0,0,0,0
"ENSG00000265953",0,0,0,0,0,0,0,0,0,0
"ENSG00000256121",0,0,0,0,27.8087,0,0,3.06407e-06,0,3.32428e-68
"ENSG00000213671",0,5.62547,0.131482,0,0,0.293963,0,0,0,0.656433
"ENSG00000214881",0,0,0,0,0,0,0,0,0,0.4329
"ENSG00000255390",2.66284,3.2157,3.64433,2.29196,0,2.53145,2.22481,5.76929,0,4.72628
"ENSG00000235124",0,2.39839,0.447524,0,0,0,0.678722,0.231699,0,0.203373
"ENSG00000237393",0,1.21921,0.102269,0,0,0,0.124018,0.0176618,0,0
"ENSG00000228165",0,0,0,0,0,0,0,0,0,0
"ENSG00000244668",0,0,0.52331,0,0,0,0.64729,0,0,0.232234
"ENSG00000253778",0,1.18442,0,0,0,0,0,0,0,0
"ENSG00000215456",0,0,0,0,0,0,0,0,0,0.101753
"ENSG00000183269",0.146136,0,0.162983,0,0,0,0,0,0,0
"ENSG00000244515",0.468194,1.86465,2.35323,3.91038,0,3.36152,0.952692,2.97413,17.4505,0.296698
"ENSG00000183134",0.30796,0.370385,0.0582116,0,0,0,0.0680568,0.0393756,5.48982,0.135782
"ENSG00000260746",0.0484817,1.95336,0.0543396,0,0,0,0,0.0376682,0.643114,0.0247856
"ENSG00000105887",22.0239,20.2921,11.626,9.79056,39.614,26.4792,13.2968,17.0277,42.8752,20.0863
"ENSG00000232621",0,5.94511,0,0,0,0,0,0.698224,0,0.230564
"ENSG00000170855",12.6793,5.45242,19.2691,19.9293,20.4518,19.9152,14.0393,18.9737,10.1675,10.5738
"ENSG00000213558",0,0,0,0,0,0,0,0,0,0
"ENSG00000235828",2.19408,7.91298,0,0,0,0,0,0,0,2.60274
"ENSG00000075388",0,0,0,0,0,0,0,0,0.795115,0
"ENSG00000167074",0.176837,1.19192,1.05893,8.33344,3.40428,1.04197,0.399479,0.689223,0,0.876716
"ENSG00000223592",0.131445,0,0,0,0,0,0,0,0,0
"ENSG00000139508",17.6091,48.6398,20.8175,19.9387,41.7253,36.2936,28.1767,37.6421,2.6139,19.258
"ENSG00000142102",33.3197,41.8521,46.0053,72.5596,54.7684,51.4309,25.5596,37.5804,22.4924,32.4645
"ENSG00000225302",0.843425,0,0.311469,0,0,0,0,0,0,0
"ENSG00000220154",0,0,0,0,0,1.2368,0,0,0,0
"ENSG00000271667",0,0,0,0,0,0,0,0,0,3.99817
"ENSG00000265143",0,9.25618,0,0,0,2.27806,0,0,0,0
"ENSG00000112304",7.48762,12.0333,9.83599,6.40776,4.29443,6.32005,6.79786,7.1732,7.01579,7.60206
"ENSG00000249617",0,0,0,0,0,0,0,0,60.1202,0
"ENSG00000223633",0,0,0,0,0,0,0,0,0,0
"ENSG00000172362",0.147363,1.55712,0,0,0,0,0,0,0,0.0744332
"ENSG00000265804",0,0,0,0,0,0,0,0,0,0
"ENSG00000228046",0,0,0,0,0,0,0.183027,0.203452,0,0.201205
"ENSG00000235852",0,0.462264,0,0,0,0,0,0,0,0.0885029
"ENSG00000244501",0,0,0,0,0,0,0,0,0,2.24717
"ENSG00000255606",0,0,0,0,0,0,0,0,2.05461,0.167935
"ENSG00000260778",2.27628,12.563,3.77762,4.26909,0.606313,9.43439,6.70541,12.4793,7.93716,3.08573
"ENSG00000173272",14.7172,9.84234,21.2146,29.2502,8.32243,9.32964,34.9294,10.4453,6.35288,24.4549
"ENSG00000252963",0,0,0,0,0,0,0,0,0,0
"ENSG00000221424",0,0,0,0,0,0,0,0,0,0
"ENSG00000258044",0.274871,0,0.30461,0,0,0,0.746843,0,0,0.273493
"ENSG00000138757",38.2769,35.9953,16.1388,9.95272,0.228264,11.1288,42.1835,14.6467,22.7277,9.53111
"ENSG00000244480",1.26019,1.4263,3.83741,9.32803,0,3.65816,2.18457,3.49465,1.36386,2.16294
"ENSG00000225805",0,4.03982,0,0,2.32306,0,0,0,0,0
"ENSG00000175556",0.651816,0.852812,1.07028,1.45285,0,0.0663626,0.703554,0.836616,0,0.202465
"ENSG00000271646",0.915164,5.77867,3.55895,1.19488,0.981732,1.62538,1.3137,2.67497,0,0.577571
"ENSG00000112851",17.1915,15.3826,15.5512,9.35126,17.3659,6.54766,18.8779,20.9337,31.7122,16.7265
"ENSG00000197506",0.237007,0.437577,0,5.56007,0,0.033238,0,0,15.3104,0.161997
"ENSG00000267127",1.09022,9.43475,1.93707,0,2.09629e-113,0.957012,0.73548,0.862554,5.08433e-89,2.4645
"ENSG00000223623",0,0,0,0,0,0,0,0,0,0
"ENSG00000224359",0,0,0,0,0,0,0,0,0,0
"ENSG00000229459",0,0,0,0,0,0,0,0,0,0.197728
"ENSG00000236140",0.243816,1.19817,0.26659,13.7318,1.28462,1.15555,1.65942,0.44262,6.74751,0.351487
"ENSG00000242753",0,0.683357,0,0,0,0,0,0,0,0
"ENSG00000227261",0,0,0,0,0,0,0,0,0,0
"ENSG00000199145",0,0,0,0,0,0,0,0,0,0
"ENSG00000252294",0,0,0,0,0,0,0,0,0,0
"ENSG00000100558",1.08935,0,0.573818,7.70777,0,1.8872,0,0.571921,0,0.284122
"ENSG00000255150",2.07469,0,3.75527,2.1982,0,2.22529,3.21592,0.533768,0,1.75691
"ENSG00000229770",0,4.10049,0,0,0,0,0,0,0,0
"ENSG00000182218",1.51618,2.77731,3.3388,0.569565,1.20294,0.708787,3.05205,1.58442,0,1.10654
"ENSG00000049883",4.42426,10.6567,6.37288,3.32115,9.70478,8.64683,6.17058,6.24508,0,4.44484
"ENSG00000259490",0,0,0,0,0,0,0,0,0,0
"ENSG00000201555",0,0,0,0,0,0,0,0,0,0
"ENSG00000153443",0.345876,2.61824,1.72116,0.563293,0,1.68531,1.72381,0.663409,2.2655,1.88443
"ENSG00000270933",0,0,1.03579,0,0,0,0,0.176876,0,0.349735
"ENSG00000227817",0,0.0749237,0,0,0,0,0,0,0,0.0713735
"ENSG00000186074",14.0795,19.9315,28.1538,35.053,56.692,41.1003,16.779,47.7612,0,12.8727
"ENSG00000267699",0.000411263,0.935679,1.61198,0,0,0.163158,0.00104564,0.00773889,2.43285e-20,9.03833e-05
"ENSG00000168079",0.678351,0.260986,0.0507629,0,0,0.057026,0,0.105595,0,0.215267
"ENSG00000245694",0.809924,7.20179,3.5414,0,0,3.12188,3.40387,0.875491,0,0.908353
"ENSG00000184305",0.447277,1.12898,0.0558987,0,0,0.0627789,0.067615,0.0336803,3.07912,0.247293
"ENSG00000172349",64.0004,65.3427,44.9933,68.3917,94.7404,73.2035,52.3125,118.62,121.489,87.0378
"ENSG00000211676",0,0,0,0,0,0,0,0,0,0
"ENSG00000086200",9.6357,12.2586,14.5424,26.2229,6.70726,10.2794,17.3605,11.2107,19.8176,10.9797
"ENSG00000091664",0,0.355045,0.383947,0,0,0,0,1.04022,0,0
"ENSG00000225588",0,3.36046,0,0,0,0,0,0,0,0
"ENSG00000122557",4.47668,11.9596,9.77205,5.50638,2.8356,5.83609,7.58902,8.87684,15.0981,8.94773
"ENSG00000252804",0,0,0,0,0,0,0,0,0,0
"ENSG00000245385",8.51859,7.54867,8.44531,0,0,14.9226,5.79264,10.7501,2.51459,5.00968
"ENSG00000151923",26.9803,55.4219,46.6999,29.4632,60.9121,34.7648,47.1832,44.7285,41.7307,58.7381
"ENSG00000240499",0,6.33026,3.40273,0,0,0.600809,1.41765,1.07452,13.495,0.117445
"ENSG00000204025",1.28319,0,0.639246,0.52726,10.6252,0,0.515424,0.44316,0,0.121498
"ENSG00000188379",0.266307,1.41033,0,0,0,0,0,0,0,0
"ENSG00000252616",0,0,0,0,0,0,0,0,0,0
"ENSG00000215921",0,0,0,0,0,0,0,0,0,0
"ENSG00000162819",46.7063,87.0907,41.6857,32.3984,28.0691,34.9269,62.2995,52.5038,109.911,81.6468
"ENSG00000114933",11.3032,21.1311,15.492,28.7937,31.7679,23.2772,12.4144,21.6485,14.0269,16.3428
"ENSG00000242670",0,2.17629,0,0,0,0,0,0,0,2.13739
"ENSG00000224046",0,4.60533,3.27435,0,0,1.93234,0.303988,3.75226,0,0.560165
"ENSG00000080845",5.18757,13.9699,12.1149,14.5706,14.9378,6.46593,5.89679,8.01728,0,6.57306
"ENSG00000213750",0,0,0.416394,0,0,0,0,0,0,0.0940328
"ENSG00000062524",0.0767631,0,0,0,0,0,0,0.140477,0,0
"ENSG00000268908",0,0,0,0,0,0,0,0,0,0
"ENSG00000248964",0,0,0,0,0,0,0,0.115556,0,0
"ENSG00000168291",38.2963,23.3923,32.1311,35.7266,65.1994,42.9782,44.018,45.5595,7.64865,28.2111
"ENSG00000273213",3.81272,6.15061,1.56257,5.00387e-16,19.0816,1.95973,4.14268,3.65866,0,3.36593
"ENSG00000255413",0,2.5801,0,0,0,0,0,0,0,0
"ENSG00000266465",0,0,0,0,0,0,0,0,0,0
"ENSG00000088448",219.292,429.276,245.26,412.381,342.885,491.442,291.486,716.988,284.842,263.745
"ENSG00000271035",0,0,0,0,0,0,0,0,7.95214,0
"ENSG00000168630",0,0,0,0,0,0,0,0,0,0
"ENSG00000249199",0,0,0,0,0,0,0,0,0,0
"ENSG00000229951",0.309355,0.816101,0.209516,1.55515,0.121974,0.417454,0.475111,0.0726255,1.24045,0.0637169
"ENSG00000000457",4.56793,15.1239,7.29638,5.31825,10.8443,7.46093,5.64302,7.18688,0,3.53317
"ENSG00000235079",0,0.815404,1.40375,0,0,0.80437,0.43117,0,3.8607,0.157112
"ENSG00000222274",0,0,0,0,0,0,0,0,0,0
"ENSG00000239748",0,29.0176,0,0,0,0,0,0,0,0
"ENSG00000216115",0,0,0,0,0,0,0,0,0,0
"ENSG00000258943",0,0,0,0,0,0,0,0,0,0
"ENSG00000132470",1.01795,0.372913,1.29139,0,0,0.0290789,0.979935,0.589406,0,0.141527
"ENSG00000202129",0,0,0,0,0,0,0,0,0,0
"ENSG00000270947",0,0,0,0,0,0,0,0,0,0
"ENSG00000212490",0,0,0,0,0,0,76.6748,0,426.112,0
"ENSG00000169519",14.8363,3.28223,21.2856,31.1577,31.654,7.67241,19.296,14.7653,36.5274,9.8843
"ENSG00000165275",8.77574,18.4385,14.8649,16.5286,25.5491,15.1105,18.9543,23.1098,18.5191,20.9251
"ENSG00000214020",0,6.77493,0,0,0,0,0,0,2.62564,0
"ENSG00000249876",0,0,0.298688,0,0,0,0,0.406903,3.32629,0
"ENSG00000229645",1.18083,0.761386,0.900044,1.57203,0,0.654149,1.76761,0.51386,0,0.531464
"ENSG00000211865",0,0,0,0,0,0,0,0,0,0
"ENSG00000231723",0,0,0,0,0,0,0,0,0,0
"ENSG00000202522",0,0,0,0,0,0,0,0,0,0
"ENSG00000271776",0.037573,0,0,0,0,0,0,0,0,0.0192344
"ENSG00000252872",0,0,0,0,0,0,0,0,0,0
"ENSG00000203942",0,0.638848,0,0,13.0377,0,0,0.0926448,0,0
"ENSG00000270748",0,0,0,0,0,0,1.66816,0,0,0
"ENSG00000259837",0,0,0,0,0,0,0,0,0,0
"ENSG00000236283",0,1.14474,0,0,0,0,0,0,7.24898,0
"ENSG00000259922",0,2.80366,0.169173,0,0,0.566057,0,0,0,0.076598
"ENSG00000173762",0.810841,0,1.03516,0,0,0.214089,0.185057,0.317311,10.0227,0.419806
"ENSG00000204514",4.51579,31.5147,5.56718,16.8782,11.9077,15.382,7.2922,18.1054,2.95644,7.72667
"ENSG00000259185",7.16777,3.20424,2.78711,0,0,1.5287,2.29362,0.626234,0,2.6872
"ENSG00000226701",0,0,0.817305,0,0.360901,0.54182,0.601815,0,0,0.476338
"ENSG00000237266",0,1.55405,0,0,0,0,0,0,0,0
"ENSG00000225472",0,0,0,0,0,0,0,0,0,0
"ENSG00000089041",170.276,153.849,107.813,84.6409,84.6196,83.8844,105.946,107.415,265.04,371.668
"ENSG00000259863",0.355205,2.84281,8.24414,0,0,1.22378,1.92689,1.09807,18.5935,0.271048
"ENSG00000203965",2.57968,0.761534,4.19386,3.12508,10.354,3.98678,7.3214,4.28016,23.0859,2.74019
"ENSG00000254962",0.430886,5.94153,0.629985,0,0.459992,0.534919,0.902837,1.61586,4.24292,0.866026
"ENSG00000204293",0,0.865624,0,0,0,0,0,0,0,0
"ENSG00000197536",15.7983,29.6121,23.8061,32.8956,23.361,25.4624,26.9572,23.516,25.2758,25.809
"ENSG00000115956",63.6897,44.9366,91.0401,74.8065,52.1612,87.694,68.1313,72.4347,63.127,34.0929
"ENSG00000270500",0,0,0,0,0,0,0,0,0,0
"ENSG00000232825",0,0,0,0,0,0,0,0,0,0
"ENSG00000258458",0,0.896421,0.616003,0,0,0.94543,3.51285,0.681496,0,0.691892
"ENSG00000225448",3.3131,0,0,0,0,0,0,2.28684,15.3151,1.53723
"ENSG00000023734",63.3557,50.8315,78.6284,45.56,55.0274,68.171,75.7564,49.7857,55.8475,63.7819
"ENSG00000232415",0,0,0.43288,0,0,0,0,0.58465,0,0.192934
"ENSG00000058272",71.0955,67.5822,64.8743,68.6636,8.67526,70.9913,86.0239,55.9368,164.561,128.132
"ENSG00000254914",0,0,0,0,0,0,0,0,0,0
"ENSG00000259410",0,0,0,0,0,0,0,0.971729,0,0
"ENSG00000249915",98.4016,102.975,106.046,99.3369,42.0746,104.479,92.4593,76.566,26.0004,60.9364
"ENSG00000227741",0.452507,0.965467,0.40488,1.00638,2.64552,2.72065,1.35012,2.16775,7.10204,0.69045
"ENSG00000265478",2.40982,5.08142,4.83418,12.5531,0,4.39066,4.36053,7.74894,0,1.66083
"ENSG00000232252",0,0,0,0,0,0,0,0,0,0
"ENSG00000266756",0,0,0,0,0,0,0,0,0,0
"ENSG00000236252",0.235668,3.8164,0.131607,0,0,0,0,0.0907208,1.52722,0.179196
"ENSG00000223192",0,0,0,0,0,0,0,0,0,0
"ENSG00000148377",1.18693,4.87785,2.29093,0,0.184667,1.07903,0.731811,0.748643,0,0.98575
"ENSG00000268182",0.143576,0.379516,0.320296,0,0,0.422879,0,0.66101,0,0
"ENSG00000137504",21.7069,34.9088,47.5112,10.3826,0.0522936,7.67978,38.6411,10.8526,90.4193,26.621
"ENSG00000203971",0,2.01116,0,0,0,0,0,0,0,0.191633
"ENSG00000125686",8.04901,14.35,9.79687,9.63515,0.746666,6.79266,10.2998,9.75895,16.6042,7.65603
"ENSG00000225066",0,2.86934,0,0,0,0.245112,0,0.755928,0,0.0995252
"ENSG00000143575",95.4529,42.5794,91.9822,119.259,84.0946,75.6609,78.7515,71.6952,37.9683,70.7838
"ENSG00000226818",0,1.20962,0.759546,0,0,0.189226,0,0.0583745,0,0
"ENSG00000264130",0,0,0,0,0,0,0,0,0,0
"ENSG00000224357",0,0,0,0,0,0,0.724244,0,0,0.268517
"ENSG00000142684",2.02091,1.00074,2.93229,3.31111,1.55103,1.34736,1.72541,0.579521,0,0.648408
"ENSG00000260737",0.229718,0,0,0,0,0,0,0,0,0
"ENSG00000179528",0,0,0.20541,0,0,0.457202,0,0,0,0
"ENSG00000200755",0,0,0,0,0,0,0,0,0,0
"ENSG00000172348",0.24003,2.49768,0.232274,0,0.938754,0.678649,0.280822,0.0644315,0,0.39567
"ENSG00000214837",72.2661,165.218,126.354,191.942,56.7076,61.9702,48.8935,67.6373,135.786,12.49
"ENSG00000211563",0,0,0,0,0,0,0,0,0,0
"ENSG00000268723",0,0,0,0,0,0,0,0,0,0
"ENSG00000166136",379.381,188.844,233.901,249.038,308.754,212.384,295.158,185.706,144.533,217.296
"ENSG00000206069",0,0.498992,0,0,0,0,0,0,0,0.626207
"ENSG00000241571",0,0,0.0421298,0,0,0.0241547,0,0,0.12542,0.0441318
"ENSG00000252309",0,0,0,0,0,0,0,0,0,0
"ENSG00000223986",0,0,0,0,0,0,0,0,0,0
"ENSG00000265273",0,0,0,0,0,0.251857,0,0.038835,0,0.102263
"ENSG00000227467",0,0,0,0,0,0,0,0.0427826,0,0
"ENSG00000219575",0,0,0,0,0,0,0,0,0,0.131351
"ENSG00000103365",65.9995,73.4962,68.0298,83.9606,12.1184,64.4764,91.9594,71.3982,126.796,59.8251
"ENSG00000108292",15.1386,41.1367,14.7635,26.2104,20.747,25.929,31.1509,28.251,63.3478,43.7317
"ENSG00000018610",4.43518,8.60474,6.09658,1.29562,13.7891,3.94783,7.0919,9.16582,0,3.58647
"ENSG00000252582",0,0,0,0,0,0,0,0,0,0
"ENSG00000008516",0,1.21485,1.39861,0,0.182609,1.41912,1.02193,0.612584,0,0.516336
"ENSG00000231465",0,0,0,0,0,0,0,5.30268,0,0
"ENSG00000237943",0.351139,1.78178,1.66109,0,0,0.673141,2.46744,0.615342,3.39441,1.70095
"ENSG00000200741",0,0,0,0,0,0,0,0,0,0
"ENSG00000243864",0,0,0,0,0,0,0,0,64.9426,0
"ENSG00000197734",7.78131e-127,1.37874,5.43175000295459e-316,0,0,0.812766,1.95662,2.01881,0,0.701784
"ENSG00000212359",0,0,0,0,0,0,0,0,0,0
"ENSG00000266368",1.42878e-135,0,1.31537,0,0,0,0.726416,1.02458e-121,0,4.02953e-63
"ENSG00000230273",0.731448,0,0,0,0,0,0,0,0,0
"ENSG00000231956",0,0,0,0,0,0,0,0,0,0.169642
"ENSG00000181798",0.347178,0,0.517065,1.28864,0,0.722622,0.156986,0.802101,0,0
"ENSG00000231366",0,0,0,0,0,0,0,0,0,0
"ENSG00000254749",0,1.0771,0,0,0,0,0.279501,0.156689,12.9633,0
"ENSG00000227922",0,0,0,0,0,0,0,2.86759,0,0
"ENSG00000207558",0,0,0,0,0,0,0,0,0,0
"ENSG00000254109",0,0,0.255594,0,0.190636,0,0,0.136252,8.47062,0.345278
"ENSG00000092098",21.3964,74.6227,55.5677,35.8778,115.441,48.5906,31.3896,39.7642,41.5251,35.5662
